CONF 60	auto	None	8	16
CONF 60	auto	None	16	16
CONF 60	auto	None	2	16
CONF 60	auto	None	32	32
CONF 40	auto	None	16	16
CONF 40	auto	None	32	8
CONF 60	auto	None	32	16
CONF 60	auto	None	32	4
CONF 60	auto	None	8	16
CONF 60	auto	None	16	4
CONF 40	auto	None	4	16
CONF 40	auto	None	2	16
CONF 60	auto	None	32	4
CONF 40	auto	None	32	32
CONF 20	auto	None	16	16
CONF 40	auto	None	32	8
CONF 60	auto	None	16	16
CONF 40	auto	None	8	16
CONF 60	auto	None	16	16
CONF 60	auto	None	4	16
CONF 40	auto	None	32	2
CONF 20	auto	None	32	4
CONF 60	auto	None	16	16
CONF 40	auto	None	8	16
CONF 40	auto	None	16	16
CONF 60	auto	None	32	16
CONF 40	auto	None	4	16
CONF 60	auto	None	8	16
CONF 20	auto	None	4	16
CONF 40	auto	None	4	8
CONF 40	auto	None	4	16
CONF 40	auto	None	16	4
CONF 20	auto	None	32	8
CONF 40	auto	None	32	16
CONF 20	auto	None	4	16
CONF 40	auto	None	16	16
CONF 40	auto	None	32	16
CONF 60	auto	None	8	32
CONF 20	auto	None	8	16
CONF 60	auto	None	8	16
CONF 40	auto	None	16	16
CONF 60	auto	None	4	16
CONF 20	auto	None	2	16
CONF 40	auto	None	32	4
CONF 40	auto	None	32	4
CONF 20	auto	None	32	8
CONF 60	auto	None	32	16
CONF 40	auto	None	32	4
CONF 60	auto	None	32	8
CONF 60	auto	None	32	2
CONF 40	auto	None	32	16
CONF 40	auto	None	32	8
CONF 60	auto	None	8	32
CONF 20	auto	None	32	16
CONF 60	auto	None	8	16
CONF 20	auto	None	4	8
CONF 40	auto	None	32	16
CONF 20	auto	None	2	8
CONF 40	auto	None	32	8
CONF 60	auto	None	2	16
CONF 40	auto	None	8	16
CONF 60	auto	None	2	16
CONF 60	auto	None	32	8
CONF 60	auto	None	2	8
CONF 60	auto	None	2	16
CONF 40	auto	None	32	8
CONF 60	auto	None	16	32
CONF 40	auto	None	32	16
CONF 40	auto	None	32	4
CONF 40	auto	None	8	16
CONF 60	auto	None	2	16
CONF 60	auto	None	32	2
CONF 40	auto	None	16	16
CONF 20	auto	None	16	16
CONF 20	auto	None	16	16
CONF 60	auto	None	16	16
CONF 60	auto	None	32	16
CONF 40	auto	None	32	32
CONF 60	auto	None	8	8
CONF 40	auto	None	2	8
CONF 40	auto	None	8	16
CONF 60	auto	None	2	16
CONF 60	auto	None	2	16
CONF 60	auto	None	16	4
CONF 40	auto	None	4	16
CONF 20	auto	None	4	16
CONF 40	auto	None	16	2
CONF 40	auto	None	8	16
CONF 60	auto	None	32	16
CONF 60	auto	None	32	16
CONF 60	auto	None	8	16
CONF 40	auto	None	4	16
CONF 60	auto	None	8	32
CONF 40	auto	None	32	16
CONF 60	auto	None	32	4
CONF 60	auto	None	16	16
CONF 60	auto	None	32	16
CONF 20	auto	None	16	16
CONF 40	auto	None	8	16
CONF 60	auto	None	32	16
CONF 60	auto	None	16	8
CONF 40	auto	None	4	16
CONF 60	auto	None	2	16
CONF 40	auto	None	16	16
CONF 60	auto	None	8	16
CONF 20	auto	None	2	8
