952|22+F+media+graduacao+Campina Grande - PB, Brasil++solteiro+[u'cen', u'cat']|['61633', '61499', '61721', '61747', '61287', '61459', '61885', '61931', '61391', '61401', '61805', '61473', '61453', '61429', '61271', '61731', '61451', '61869', '61551', '61591', '61911', '61893', '61571', '61757', '61461', '61647', '61677']|['61830', '61782', '61484', '61698', '61616', '61838', '61298', '61666', '61518', '61430', '61640', '61506', '61406', '61690', '61846', '61754']|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']
669|17+Feminino+Baixa (at\u00e9 R$ 1.449,99)+Ensino M\u00e9dio+Campina Grande - Para\u00edba, Brasil+17+Solteiro+|['43995', '43955', '43969', '43879', '43996', '43987', '43895', '44022', '43899', '43751', '43815', '43928', '43991', '43966', '43944', '43904', '43939', '43901', '43989', '43860', '44070', '44016', '44066', '43857', '43900', '43835', '43913', '43764', '43972', '43947', '43886', '43872', '43932', '43821', '43848', '43919', '43839', '43739', '43804', '43967', '43933', '43897', '43867', '43954', '43956', '43931', '43873', '43911', '43971', '43695', '43819', '43978', '43982', '43953', '43685', '43871', '43951', '43910', '43998', '44024', '43917', '43927', '44056', '44040', '44036', '44018', '44058', '44034', '44061', '44005']|['43843', '43874', '43760', '43975', '43876', '44035', '43958', '43892', '44042', '44010', '43877', '44019', '43983', '44037', '43940', '44000', '43964', '44046', '44009', '44032', '43859', '43881', '44015', '43968', '43950', '44084', '43902', '43905', '43896', '43906', '43781', '43823', '43945', '43855', '43870', '43779', '43830', '43952', '43829', '43980', '43930', '43889', '43786', '43914', '43765', '43863', '43684', '43915', '43920', '43868', '43888', '43948', '43937', '43976', '43636', '43908', '43916', '43820', '43862', '43924', '43854', '43941', '43992', '43926', '43985', '43925', '43949', '43942', '43961', '43865', '43957', '43997', '44033', '43841', '43833', '43885', '43907', '43894', '43938', '43909', '44003', '44020', '43963', '44012', '43965', '43934', '43912', '43970']|['Left', 'Right', 'Right', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'NotKnown', 'Right', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Right', 'Right', 'Left', 'Left', 'Right', 'Right', 'Right', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Right', 'Left', 'Right', 'Right', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Left', 'Right', 'Left', 'Left', 'NotKnown', 'NotKnown', 'NotKnown', 'NotKnown', 'NotKnown', 'Left', 'Left', 'Left']|['Right', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Right', 'Right', 'Right', 'Right', 'Left', 'Right', 'Right', 'Left', 'Left', 'Right', 'Right', 'NotKnown', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Right', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Left', 'Left', 'Left', 'Left', 'Right', 'Left', 'Right', 'Left', 'Right', 'Right', 'Left', 'Left', 'Right', 'Right', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'NotKnown', 'Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'NotKnown', 'NotKnown', 'NotKnown', 'NotKnown', 'NotKnown', 'NotKnown', 'Left']
668|18+Masculino+M\u00e9dia (R$ 2.900 a R$ 7.249,99)+Gradua\u00e7\u00e3o+Campina Grande - Para\u00edba, Brasil+18+Solteiro+cen;cat|['43890', '43857', '43864', '43900', '43913', '43713', '43749', '43884', '43837', '43791', '43797', '43819', '43891', '43851', '43812', '43793', '43872', '43847', '43917', '43853']|['43828', '43902', '43831', '43834', '43786', '43898', '43915', '43787', '43858', '43909', '43852', '43880', '43918', '43798', '43882', '43907', '43903', '43824']|['Right', 'Right', 'Left', 'Right', 'Right', 'Left', 'Right', 'Right', 'Right', 'NotKnown', 'Right', 'Right', 'Right', 'Left', 'Right', 'Right', 'Right', 'Right', 'Right', 'Right']|['Left', 'NotKnown', 'Right', 'Left', 'Left', 'NotKnown', 'Right', 'NotKnown', 'NotKnown', 'Right', 'Right', 'Left', 'Right', 'NotKnown', 'NotKnown', 'Right', 'NotKnown', 'Right']
667|25+Masculino+M\u00e9dia (R$ 2.900 a R$ 7.249,99)+Gradua\u00e7\u00e3o+Campina Grande - State of Para\u00edba, Brazil+25+Solteiro+cen;lib;cat|['43821', '43748', '43856', '43860', '43802', '43713']|['43562', '43814', '43849', '43803', '43808', '43894']|['Right', 'Right', 'Right', 'Right', 'Right', 'Left']|['Left', 'Left', 'Right', 'Left', 'Right', 'Right']
666|21+Masculino+M\u00e9dia Baixa (R$ 1.450 a R$ 2.899,99)+Gradua\u00e7\u00e3o+Campina Grande - Para\u00edba, Brasil+21+Solteiro+cen;cat|['43871', '43875', '43845', '43891', '43727', '43501', '43785', '43840', '43837', '43705', '43884', '43890', '43812', '43826', '43827', '43732', '43701', '43816', '43886', '43788', '43887', '43866', '43717', '43867', '43864', '43839']|['43869', '43893', '43865', '43798', '43780', '43737', '43888', '43834', '43787', '43784', '43861', '43488', '43898', '43818', '43518', '43846', '43883', '43823']|['Right', 'Right', 'Right', 'Right', 'Left', 'Right', 'Right', 'Left', 'Right', 'Right', 'Right', 'Right', 'Right', 'Right', 'Right', 'Left', 'NotKnown', 'Right', 'Left', 'Right', 'Right', 'Right', 'Left', 'NotKnown', 'Left', 'Left']|['Left', 'Left', 'Right', 'Right', 'Right', 'NotKnown', 'NotKnown', 'Right', 'Right', 'Left', 'Left', 'NotKnown', 'Left', 'Right', 'Right', 'Right', 'Right', 'Left']
663|36+Masculino+M\u00e9dia Alta (R$ 7.250 a R$ 14.499,99)+Doutorado+Campina Grande - Para\u00edba, Brasil+5+Casado+cen|['43701', '43813', '43673', '43785', '43749', '43825', '43801', '43832', '43755', '43669', '43771', '43776', '43751', '43672', '43740', '43816', '43856', '43754', '43848', '43851', '43799', '43788', '43698', '43811', '43879', '43853', '43847', '43793', '43842', '43810', '43845', '43802', '43910', '43835', '43827', '43887', '43866', '43777', '43724', '43710', '43875']|['43747', '43838', '43809', '43711', '43743', '43783', '43762', '43676', '43814', '43822', '43736', '43687', '43796', '43729', '43760', '43844', '43881', '43880', '43726', '43841', '43759', '43830', '43779', '43761', '43707', '43870', '43863', '43828', '43852', '43808', '43869', '43767', '43849', '43720', '43712', '43883', '43666', '43738', '43892', '43859', '43861', '43889', '43836']|['Right', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Right', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Right', 'Right', 'Right', 'Left', 'Left']|['Left', 'Right', 'Right', 'Left', 'Right', 'Left', 'Left', 'Right', 'Right', 'Left', 'Right', 'Right', 'Left', 'Right', 'Right', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Right', 'Left', 'Right', 'Right', 'Right', 'Right', 'Right', 'Right', 'Right', 'Right', 'Left', 'Right', 'Right', 'Right']
662|31+Feminino+M\u00e9dia (R$ 2.900 a R$ 7.249,99)+Mestrado+Campina Grande - Para\u00edba, Brasil+31+Solteiro+cen;cat|['43800', '43718', '43753', '43723', '43825', '43826', '43806', '43777', '43757', '43842', '43811', '43673', '43495', '43625', '43724', '43685', '43658', '43771', '43755', '43764']|['43792', '43675', '43789', '43822', '43720', '43783', '43836', '43734', '43716', '43824', '43774', '43781', '43762', '43769']|['Right', 'Left', 'Left', 'NotKnown', 'NotKnown', 'Left', 'NotKnown', 'Left', 'NotKnown', 'Left', 'Left', 'Left', 'NotKnown', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'NotKnown']|['Left', 'Left', 'Right', 'NotKnown', 'NotKnown', 'NotKnown', 'Right', 'NotKnown', 'Left', 'NotKnown', 'Right', 'NotKnown', 'NotKnown', 'NotKnown']
661|+Masculino++++++|['45153', '44982', '45362', '45392', '45315', '45390', '45301', '45344']|['45263', '45375', '45379']|['Right', 'Left', 'Left', 'Right', 'Right', 'Right', 'NotKnown', 'Right']|['Right', 'Right', 'Right']
660|57+Feminino+M\u00e9dia (R$ 2.900 a R$ 7.249,99)+Gradua\u00e7\u00e3o+Campina Grande - Para\u00edba, Brasil+57+Vi\u00favo+|['43745', '43728', '43801', '43817', '43770', '43810', '43776', '43795', '43806', '43744', '43748', '43813', '43790']|['43704', '43805', '43716', '43633', '43621', '43722', '43774', '43809']|['Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Right', 'Right', 'Right', 'Right', 'Left', 'Right']|['NotKnown', 'Left', 'Left', 'Right', 'NotKnown', 'NotKnown', 'NotKnown', 'NotKnown']
957|27+F+media+mestrado+Campina Grande++solteiro+[u'cat', u'cen']|['61907', '61429', '61557', '61779', '61371', '61599', '61639', '61711', '61947', '61399']|['61868', '61574', '61944', '61892', '61296', '61796', '61768']|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']
692|18+Masculino+M\u00e9dia Baixa (R$ 1.450 a R$ 2.899,99)+Gradua\u00e7\u00e3o+Campina Grande - Para\u00edba, Brasil+5+Solteiro+cen;cat|['44529', '44492', '44473', '44547', '44471', '44337', '44534', '44416', '44554', '44551', '44519', '44357', '44454', '44537', '44452', '44349', '44508', '44359', '44455', '44535', '44495', '44571', '44533', '44498', '44582']|['44520', '44303', '44430', '44569', '44564', '44528', '44482', '44480', '44437', '44536', '44476', '44423', '44522', '44311', '44545', '44152', '44322', '44449', '44432', '44464', '44451', '44414', '44466', '44487', '44549', '44565', '44469', '44555', '44396', '44527', '44422', '44462', '44478', '44494', '44429']|['Left', 'Right', 'Right', 'Right', 'Right', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Left', 'Left', 'NotKnown', 'Right', 'Left', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Right', 'Right']|['Right', 'Left', 'Left', 'Right', 'Left', 'Left', 'Left', 'Left', 'Right', 'Right', 'Left', 'Right', 'Right', 'Right', 'Right', 'Left', 'Left', 'Right', 'Left', 'Right', 'Left', 'Right', 'Left', 'Left', 'Left', 'Right', 'Left', 'Right', 'Left', 'Right', 'Left', 'Right', 'Left', 'Right', 'Left']
